time,open,high,low,close,tick_volume,spread,real_volume
2022-06-28 19:45:00+00:00,11787.21,11797.46,11762.09,11777.46,6085,218,0
2022-06-28 20:00:00+00:00,11777.59,11777.71,11708.21,11715.46,7072,214,0
2022-06-28 20:15:00+00:00,11715.46,11739.71,11699.71,11734.34,6468,214,0
2022-06-28 20:30:00+00:00,11734.46,11741.96,11707.96,11719.21,5808,214,0
2022-06-28 20:45:00+00:00,11718.59,11736.21,11714.71,11717.09,5550,226,0
2022-06-28 21:00:00+00:00,11717.09,11745.09,11682.84,11687.71,6011,222,0
2022-06-28 21:15:00+00:00,11687.71,11698.71,11676.59,11690.46,4873,214,0
2022-06-28 21:30:00+00:00,11690.21,11690.21,11649.46,11664.59,4885,214,0
2022-06-28 21:45:00+00:00,11664.46,11694.84,11661.46,11676.84,5204,214,0
2022-06-28 22:00:00+00:00,11676.46,11691.21,11638.71,11651.21,5956,217,0
2022-06-28 22:15:00+00:00,11651.09,11679.71,11644.09,11668.96,6241,214,0
2022-06-28 22:30:00+00:00,11668.96,11682.34,11644.84,11651.71,6762,214,0
2022-06-28 22:45:00+00:00,11651.46,11661.21,11628.01,11634.39,7156,214,0
2022-06-28 23:00:00+00:00,11634.39,11643.76,11622.26,11635.51,3433,225,0
2022-06-28 23:15:00+00:00,11635.89,11643.89,11629.76,11642.76,1295,279,0
2022-06-28 23:30:00+00:00,11642.64,11643.89,11637.39,11640.26,911,290,0
2022-06-28 23:45:00+00:00,11640.89,11643.01,11629.01,11642.01,1030,242,0
2022-06-29 01:00:00+00:00,11641.94,11653.44,11636.69,11645.56,860,263,0
2022-06-29 01:15:00+00:00,11645.31,11654.69,11644.81,11652.44,547,288,0
2022-06-29 01:30:00+00:00,11652.94,11657.06,11648.94,11653.06,586,247,0
2022-06-29 01:45:00+00:00,11653.06,11659.31,11652.44,11659.19,501,290,0
2022-06-29 02:00:00+00:00,11659.06,11659.06,11638.19,11642.94,863,275,0
2022-06-29 02:15:00+00:00,11643.31,11655.06,11635.44,11653.81,868,287,0
2022-06-29 02:30:00+00:00,11653.81,11656.06,11646.19,11653.69,669,287,0
2022-06-29 02:45:00+00:00,11653.69,11658.56,11644.69,11648.94,1039,275,0
2022-06-29 03:00:00+00:00,11648.94,11666.81,11642.44,11651.56,2093,290,0
2022-06-29 03:15:00+00:00,11651.81,11663.31,11630.94,11647.06,1944,275,0
2022-06-29 03:30:00+00:00,11647.19,11656.94,11620.31,11621.56,2011,259,0
2022-06-29 03:45:00+00:00,11621.56,11628.19,11620.06,11626.94,1543,290,0
2022-06-29 04:00:00+00:00,11626.94,11636.56,11623.19,11635.81,1490,290,0
2022-06-29 04:15:00+00:00,11635.94,11652.06,11630.31,11651.31,1615,288,0
2022-06-29 04:30:00+00:00,11651.31,11664.06,11642.44,11646.56,2481,290,0
2022-06-29 04:45:00+00:00,11647.19,11648.94,11637.19,11643.69,1623,290,0
2022-06-29 05:00:00+00:00,11643.69,11652.44,11632.69,11647.31,1772,290,0
2022-06-29 05:15:00+00:00,11647.19,11654.44,11639.56,11649.19,1375,290,0
2022-06-29 05:30:00+00:00,11648.69,11660.69,11648.31,11657.94,1553,259,0
2022-06-29 05:45:00+00:00,11658.06,11670.44,11655.94,11660.56,1518,267,0
2022-06-29 06:00:00+00:00,11660.44,11663.94,11644.56,11647.81,1538,263,0
2022-06-29 06:15:00+00:00,11647.69,11658.69,11644.81,11657.06,1272,290,0
2022-06-29 06:30:00+00:00,11656.81,11659.69,11642.06,11658.31,1175,290,0
2022-06-29 06:45:00+00:00,11658.31,11659.81,11650.31,11653.31,1084,290,0
2022-06-29 07:00:00+00:00,11653.06,11658.44,11649.31,11656.06,849,290,0
2022-06-29 07:15:00+00:00,11655.81,11657.19,11650.31,11653.19,676,225,0
2022-06-29 07:30:00+00:00,11653.06,11679.19,11647.69,11678.81,1396,267,0
2022-06-29 07:45:00+00:00,11678.56,11680.31,11669.56,11671.19,896,272,0
2022-06-29 08:00:00+00:00,11671.31,11682.19,11666.56,11677.81,1506,254,0
2022-06-29 08:15:00+00:00,11677.69,11684.69,11669.19,11671.81,1166,290,0
2022-06-29 08:30:00+00:00,11672.06,11678.56,11663.56,11675.19,1355,225,0
2022-06-29 08:45:00+00:00,11675.19,11677.06,11664.81,11667.56,1288,212,0
2022-06-29 09:00:00+00:00,11667.81,11676.91,11644.46,11651.54,2102,224,0
2022-06-29 09:15:00+00:00,11651.16,11657.66,11639.04,11652.91,1626,270,0
2022-06-29 09:30:00+00:00,11652.79,11655.91,11625.04,11627.29,1784,249,0
2022-06-29 09:45:00+00:00,11626.91,11636.04,11593.54,11601.79,2285,240,0
2022-06-29 10:00:00+00:00,11601.79,11619.91,11589.16,11617.41,3891,228,0
2022-06-29 10:15:00+00:00,11617.54,11650.41,11617.54,11641.04,3336,224,0
2022-06-29 10:30:00+00:00,11640.41,11645.04,11615.54,11642.29,3165,219,0
2022-06-29 10:45:00+00:00,11642.79,11650.04,11620.04,11627.41,2555,220,0
2022-06-29 11:00:00+00:00,11627.04,11664.91,11621.91,11645.41,3428,215,0
2022-06-29 11:15:00+00:00,11645.41,11652.29,11636.41,11641.04,2401,215,0
2022-06-29 11:30:00+00:00,11641.04,11658.66,11633.91,11640.54,2219,237,0
2022-06-29 11:45:00+00:00,11640.54,11650.91,11636.91,11643.66,1615,270,0
2022-06-29 12:00:00+00:00,11643.66,11658.04,11640.41,11650.79,1731,245,0
2022-06-29 12:15:00+00:00,11650.66,11653.41,11638.29,11643.41,1394,249,0
2022-06-29 12:30:00+00:00,11643.41,11644.04,11614.29,11619.79,2140,253,0
