datetime,symbol,open,high,low,close,volume
2025-01-01 23:00:00,CME_MINI:NQ1!,21269.0,21320.5,21250.25,21259.0,5336.0
2025-01-01 23:45:00,CME_MINI:NQ1!,21258.75,21269.5,21121.75,21144.5,8373.0
2025-01-02 00:30:00,CME_MINI:NQ1!,21144.75,21282.75,21133.0,21273.0,7717.0
2025-01-02 01:15:00,CME_MINI:NQ1!,21273.25,21313.5,21263.5,21295.0,5914.0
2025-01-02 02:00:00,CME_MINI:NQ1!,21294.25,21331.5,21287.75,21326.5,4320.0
2025-01-02 02:45:00,CME_MINI:NQ1!,21327.0,21339.75,21308.0,21330.5,3783.0
2025-01-02 03:30:00,CME_MINI:NQ1!,21330.75,21334.0,21294.5,21304.0,3679.0
2025-01-02 04:15:00,CME_MINI:NQ1!,21304.0,21335.5,21287.0,21324.0,3680.0
2025-01-02 05:00:00,CME_MINI:NQ1!,21324.75,21365.0,21320.75,21360.5,4644.0
2025-01-02 05:45:00,CME_MINI:NQ1!,21362.0,21382.5,21356.0,21364.25,3478.0
2025-01-02 06:30:00,CME_MINI:NQ1!,21364.25,21398.75,21361.25,21379.0,4099.0
2025-01-02 07:15:00,CME_MINI:NQ1!,21378.5,21383.25,21346.0,21357.75,4612.0
2025-01-02 08:00:00,CME_MINI:NQ1!,21357.25,21424.5,21318.0,21348.75,14132.0
2025-01-02 08:45:00,CME_MINI:NQ1!,21348.25,21405.5,21336.5,21394.0,9265.0
2025-01-02 09:30:00,CME_MINI:NQ1!,21394.5,21411.0,21359.5,21370.5,6328.0
2025-01-02 10:15:00,CME_MINI:NQ1!,21369.5,21404.0,21364.5,21397.75,4444.0
2025-01-02 11:00:00,CME_MINI:NQ1!,21398.0,21426.75,21370.5,21425.5,5637.0
2025-01-02 11:45:00,CME_MINI:NQ1!,21426.0,21490.5,21424.25,21483.25,10511.0
2025-01-02 12:30:00,CME_MINI:NQ1!,21483.75,21486.5,21413.75,21433.25,9365.0
2025-01-02 13:15:00,CME_MINI:NQ1!,21432.75,21466.5,21404.25,21417.5,12320.0
2025-01-02 14:00:00,CME_MINI:NQ1!,21417.75,21420.0,21166.5,21213.75,59898.0
2025-01-02 14:45:00,CME_MINI:NQ1!,21214.5,21444.0,21205.5,21288.0,90479.0
2025-01-02 15:30:00,CME_MINI:NQ1!,21288.25,21330.5,21186.25,21249.5,65021.0
2025-01-02 16:15:00,CME_MINI:NQ1!,21249.75,21357.5,21225.75,21316.25,42747.0
2025-01-02 17:00:00,CME_MINI:NQ1!,21316.25,21342.5,21022.25,21049.75,63455.0
2025-01-02 17:45:00,CME_MINI:NQ1!,21051.0,21092.75,20983.75,21063.75,52728.0
2025-01-02 18:30:00,CME_MINI:NQ1!,21062.75,21105.0,20987.75,21066.5,47324.0
2025-01-02 19:15:00,CME_MINI:NQ1!,21066.0,21145.5,21058.0,21064.0,37705.0
2025-01-02 20:00:00,CME_MINI:NQ1!,21063.25,21195.75,21062.0,21138.5,35293.0
2025-01-02 20:45:00,CME_MINI:NQ1!,21138.5,21203.5,21133.5,21200.75,30640.0
2025-01-02 21:30:00,CME_MINI:NQ1!,21201.75,21203.0,21178.5,21182.5,1885.0
2025-01-02 23:00:00,CME_MINI:NQ1!,21186.75,21188.75,21148.75,21154.25,3201.0
2025-01-02 23:45:00,CME_MINI:NQ1!,21154.75,21226.0,21144.0,21218.25,4852.0
2025-01-03 00:30:00,CME_MINI:NQ1!,21218.75,21249.0,21216.75,21240.75,3351.0
2025-01-03 01:15:00,CME_MINI:NQ1!,21240.25,21242.0,21206.0,21224.0,2957.0
2025-01-03 02:00:00,CME_MINI:NQ1!,21224.5,21250.0,21222.25,21236.75,3489.0
2025-01-03 02:45:00,CME_MINI:NQ1!,21236.75,21260.0,21221.25,21251.25,3442.0
2025-01-03 03:30:00,CME_MINI:NQ1!,21251.25,21256.5,21236.5,21237.75,1413.0
2025-01-03 04:15:00,CME_MINI:NQ1!,21238.25,21247.0,21223.0,21223.75,1409.0
2025-01-03 05:00:00,CME_MINI:NQ1!,21225.0,21229.75,21207.5,21227.0,2105.0
2025-01-03 05:45:00,CME_MINI:NQ1!,21226.75,21243.5,21217.0,21241.25,1630.0
2025-01-03 06:30:00,CME_MINI:NQ1!,21240.75,21256.75,21210.5,21221.0,3155.0
2025-01-03 07:15:00,CME_MINI:NQ1!,21221.75,21254.0,21221.75,21246.0,2943.0
2025-01-03 08:00:00,CME_MINI:NQ1!,21245.75,21275.5,21213.0,21222.75,7789.0
2025-01-03 08:45:00,CME_MINI:NQ1!,21223.5,21288.0,21218.0,21274.5,6406.0
2025-01-03 09:30:00,CME_MINI:NQ1!,21274.5,21283.0,21252.75,21263.75,3660.0
2025-01-03 10:15:00,CME_MINI:NQ1!,21263.25,21265.25,21227.0,21237.0,3216.0
2025-01-03 11:00:00,CME_MINI:NQ1!,21237.75,21252.5,21219.25,21244.75,3362.0
2025-01-03 11:45:00,CME_MINI:NQ1!,21245.75,21250.5,21208.5,21235.0,4081.0
2025-01-03 12:30:00,CME_MINI:NQ1!,21234.5,21268.0,21221.0,21254.25,5093.0
2025-01-03 13:15:00,CME_MINI:NQ1!,21254.0,21273.5,21227.0,21227.75,7289.0
2025-01-03 14:00:00,CME_MINI:NQ1!,21228.25,21431.75,21228.0,21424.75,45864.0
2025-01-03 14:45:00,CME_MINI:NQ1!,21424.25,21440.75,21261.5,21334.0,87196.0
2025-01-03 15:30:00,CME_MINI:NQ1!,21334.0,21413.0,21298.0,21364.25,47401.0
2025-01-03 16:15:00,CME_MINI:NQ1!,21363.0,21492.25,21353.25,21464.0,51161.0
2025-01-03 17:00:00,CME_MINI:NQ1!,21464.75,21487.0,21441.5,21453.75,26797.0
2025-01-03 17:45:00,CME_MINI:NQ1!,21453.75,21504.5,21443.75,21503.5,21891.0
2025-01-03 18:30:00,CME_MINI:NQ1!,21503.25,21540.25,21493.5,21535.75,29033.0
2025-01-03 19:15:00,CME_MINI:NQ1!,21535.75,21559.25,21525.0,21534.5,21678.0
2025-01-03 20:00:00,CME_MINI:NQ1!,21534.5,21534.5,21499.0,21503.5,26719.0
2025-01-03 20:45:00,CME_MINI:NQ1!,21503.75,21526.75,21474.75,21483.75,43346.0
2025-01-03 21:30:00,CME_MINI:NQ1!,21483.25,21496.0,21476.5,21493.0,3319.0
