datetime,symbol,open,high,low,close,volume
2022-01-02 23:00:00,CME_MINI:NQ1!,16356.0,16427.75,16356.0,16416.25,25746.0
2022-01-03 03:00:00,CME_MINI:NQ1!,16416.0,16418.25,16383.5,16398.25,11441.0
2022-01-03 07:00:00,CME_MINI:NQ1!,16397.75,16429.0,16382.5,16427.25,24031.0
2022-01-03 11:00:00,CME_MINI:NQ1!,16427.0,16484.75,16292.0,16316.5,130238.0
2022-01-03 15:00:00,CME_MINI:NQ1!,16317.0,16467.0,16305.0,16459.25,213271.0
2022-01-03 19:00:00,CME_MINI:NQ1!,16459.25,16508.0,16449.0,16495.75,99723.0
2022-01-03 23:00:00,CME_MINI:NQ1!,16497.75,16510.0,16477.0,16503.5,10729.0
2022-01-04 03:00:00,CME_MINI:NQ1!,16503.5,16542.0,16495.5,16531.5,11086.0
2022-01-04 07:00:00,CME_MINI:NQ1!,16531.25,16549.25,16484.25,16545.75,21932.0
2022-01-04 11:00:00,CME_MINI:NQ1!,16545.25,16564.0,16443.75,16460.75,112941.0
2022-01-04 15:00:00,CME_MINI:NQ1!,16460.75,16465.0,16139.5,16145.5,361338.0
2022-01-04 19:00:00,CME_MINI:NQ1!,16145.25,16324.0,16142.0,16261.25,144479.0
2022-01-04 23:00:00,CME_MINI:NQ1!,16265.0,16269.0,16197.5,16218.5,18293.0
2022-01-05 03:00:00,CME_MINI:NQ1!,16218.5,16222.0,16171.75,16208.0,11935.0
2022-01-05 07:00:00,CME_MINI:NQ1!,16209.0,16259.25,16194.5,16226.75,24539.0
2022-01-05 11:00:00,CME_MINI:NQ1!,16225.5,16231.75,16103.0,16212.75,128236.0
2022-01-05 15:00:00,CME_MINI:NQ1!,16212.75,16247.25,16026.5,16065.25,271342.0
2022-01-05 19:00:00,CME_MINI:NQ1!,16065.25,16129.0,15752.75,15754.25,303130.0
2022-01-05 23:00:00,CME_MINI:NQ1!,15763.75,15813.0,15710.25,15783.5,38668.0
2022-01-06 03:00:00,CME_MINI:NQ1!,15783.25,15786.0,15620.25,15682.5,38842.0
2022-01-06 07:00:00,CME_MINI:NQ1!,15681.5,15782.5,15680.25,15724.0,47070.0
2022-01-06 11:00:00,CME_MINI:NQ1!,15723.5,15850.5,15660.75,15718.5,164897.0
2022-01-06 15:00:00,CME_MINI:NQ1!,15718.5,15895.75,15598.5,15823.0,372754.0
2022-01-06 19:00:00,CME_MINI:NQ1!,15822.75,15867.0,15717.5,15794.0,133742.0
2022-01-06 23:00:00,CME_MINI:NQ1!,15801.75,15852.75,15786.0,15811.0,18216.0
2022-01-07 03:00:00,CME_MINI:NQ1!,15811.5,15827.25,15760.25,15768.25,16102.0
2022-01-07 07:00:00,CME_MINI:NQ1!,15767.5,15810.5,15666.5,15793.5,33006.0
2022-01-07 11:00:00,CME_MINI:NQ1!,15794.25,15827.75,15624.0,15792.5,181986.0
2022-01-07 15:00:00,CME_MINI:NQ1!,15792.75,15798.0,15510.0,15605.25,313355.0
2022-01-07 19:00:00,CME_MINI:NQ1!,15605.75,15670.25,15555.75,15570.25,128556.0
2022-01-09 23:00:00,CME_MINI:NQ1!,15590.0,15623.5,15515.0,15601.75,32304.0
2022-01-10 03:00:00,CME_MINI:NQ1!,15601.75,15646.0,15586.0,15637.75,13553.0
2022-01-10 07:00:00,CME_MINI:NQ1!,15637.5,15669.0,15519.75,15541.25,49860.0
2022-01-10 11:00:00,CME_MINI:NQ1!,15540.75,15554.0,15241.75,15259.25,188035.0
2022-01-10 15:00:00,CME_MINI:NQ1!,15259.25,15429.25,15152.5,15409.25,406718.0
2022-01-10 19:00:00,CME_MINI:NQ1!,15409.25,15623.5,15403.0,15615.5,188316.0
2022-01-10 23:00:00,CME_MINI:NQ1!,15622.25,15642.75,15573.5,15626.75,28304.0
2022-01-11 03:00:00,CME_MINI:NQ1!,15626.25,15630.0,15564.75,15590.75,14556.0
2022-01-11 07:00:00,CME_MINI:NQ1!,15590.5,15734.0,15580.0,15713.25,44637.0
2022-01-11 11:00:00,CME_MINI:NQ1!,15713.75,15714.5,15475.0,15548.0,171495.0
2022-01-11 15:00:00,CME_MINI:NQ1!,15549.25,15830.25,15504.0,15804.0,333714.0
2022-01-11 19:00:00,CME_MINI:NQ1!,15804.0,15839.5,15763.25,15824.5,107249.0
2022-01-11 23:00:00,CME_MINI:NQ1!,15826.0,15846.5,15806.0,15827.25,17468.0
2022-01-12 03:00:00,CME_MINI:NQ1!,15827.5,15898.0,15825.5,15866.75,15271.0
2022-01-12 07:00:00,CME_MINI:NQ1!,15866.25,15883.75,15762.5,15874.0,48235.0
2022-01-12 11:00:00,CME_MINI:NQ1!,15874.5,15992.0,15834.25,15967.25,156872.0
2022-01-12 15:00:00,CME_MINI:NQ1!,15967.0,16009.25,15797.25,15887.0,309106.0
2022-01-12 19:00:00,CME_MINI:NQ1!,15887.0,15920.25,15856.25,15895.25,120391.0
2022-01-12 23:00:00,CME_MINI:NQ1!,15901.0,15901.0,15820.0,15840.0,18598.0
2022-01-13 03:00:00,CME_MINI:NQ1!,15840.0,15870.0,15821.25,15854.0,13541.0
2022-01-13 07:00:00,CME_MINI:NQ1!,15853.0,15923.75,15835.0,15902.0,27778.0
2022-01-13 11:00:00,CME_MINI:NQ1!,15902.5,15979.75,15875.0,15939.0,115375.0
2022-01-13 15:00:00,CME_MINI:NQ1!,15937.75,15946.75,15594.25,15677.75,398597.0
2022-01-13 19:00:00,CME_MINI:NQ1!,15677.75,15713.75,15458.25,15501.75,181691.0
2022-01-13 23:00:00,CME_MINI:NQ1!,15505.0,15516.0,15414.0,15454.0,34129.0
2022-01-14 03:00:00,CME_MINI:NQ1!,15454.5,15531.5,15439.75,15520.75,21290.0
2022-01-14 07:00:00,CME_MINI:NQ1!,15521.0,15554.5,15463.25,15491.0,38722.0
2022-01-14 11:00:00,CME_MINI:NQ1!,15491.0,15595.0,15312.5,15581.0,194176.0
2022-01-14 15:00:00,CME_MINI:NQ1!,15579.25,15600.5,15404.0,15515.0,345276.0
2022-01-14 19:00:00,CME_MINI:NQ1!,15514.75,15621.0,15470.75,15616.75,153852.0
2022-01-16 23:00:00,CME_MINI:NQ1!,15616.75,15653.25,15507.25,15526.25,26824.0
2022-01-17 03:00:00,CME_MINI:NQ1!,15527.25,15564.25,15515.5,15553.0,13670.0
2022-01-17 07:00:00,CME_MINI:NQ1!,15552.5,15636.25,15532.0,15603.75,22371.0
2022-01-17 11:00:00,CME_MINI:NQ1!,15603.75,15629.75,15546.5,15576.75,28260.0
2022-01-17 15:00:00,CME_MINI:NQ1!,15577.0,15596.5,15543.5,15559.25,21416.0
2022-01-17 23:00:00,CME_MINI:NQ1!,15562.0,15603.25,15548.5,15583.5,18510.0
2022-01-18 03:00:00,CME_MINI:NQ1!,15584.0,15585.25,15406.5,15454.75,40352.0
2022-01-18 07:00:00,CME_MINI:NQ1!,15455.0,15459.25,15270.0,15320.5,61778.0
2022-01-18 11:00:00,CME_MINI:NQ1!,15321.0,15384.75,15271.75,15333.0,154679.0
2022-01-18 15:00:00,CME_MINI:NQ1!,15332.75,15434.75,15224.25,15265.25,299065.0
2022-01-18 19:00:00,CME_MINI:NQ1!,15265.0,15329.0,15170.75,15239.5,170861.0
2022-01-18 23:00:00,CME_MINI:NQ1!,15238.75,15248.5,15088.0,15113.75,43666.0
2022-01-19 03:00:00,CME_MINI:NQ1!,15114.5,15124.25,15050.75,15091.25,34292.0
2022-01-19 07:00:00,CME_MINI:NQ1!,15092.0,15269.0,15055.75,15265.5,56379.0
2022-01-19 11:00:00,CME_MINI:NQ1!,15265.25,15368.0,15222.25,15361.25,144456.0
2022-01-19 15:00:00,CME_MINI:NQ1!,15360.75,15372.0,15104.5,15252.25,328910.0
2022-01-19 19:00:00,CME_MINI:NQ1!,15251.5,15264.25,15011.25,15037.0,162679.0
2022-01-19 23:00:00,CME_MINI:NQ1!,15042.25,15083.0,14993.75,15063.75,37369.0
2022-01-20 03:00:00,CME_MINI:NQ1!,15063.75,15158.0,15058.5,15154.0,21589.0
2022-01-20 07:00:00,CME_MINI:NQ1!,15154.25,15163.5,15045.25,15139.5,42351.0
2022-01-20 11:00:00,CME_MINI:NQ1!,15139.0,15285.75,15116.5,15277.0,127360.0
2022-01-20 15:00:00,CME_MINI:NQ1!,15277.25,15340.25,15172.5,15180.0,260416.0
2022-01-20 19:00:00,CME_MINI:NQ1!,15179.0,15233.5,14646.75,14725.75,272268.0
2022-01-20 23:00:00,CME_MINI:NQ1!,14722.0,14759.5,14613.0,14649.0,64617.0
2022-01-21 03:00:00,CME_MINI:NQ1!,14649.25,14731.25,14602.25,14703.0,39684.0
2022-01-21 07:00:00,CME_MINI:NQ1!,14702.75,14816.5,14681.0,14798.75,59973.0
2022-01-21 11:00:00,CME_MINI:NQ1!,14797.75,14818.5,14631.25,14650.0,189447.0
2022-01-21 15:00:00,CME_MINI:NQ1!,14650.5,14858.5,14532.25,14607.5,446940.0
2022-01-21 19:00:00,CME_MINI:NQ1!,14607.75,14657.25,14408.5,14411.0,227955.0
2022-01-23 23:00:00,CME_MINI:NQ1!,14410.0,14582.0,14378.75,14529.5,64881.0
2022-01-24 03:00:00,CME_MINI:NQ1!,14530.0,14560.0,14527.75,14537.25,19226.0
2022-01-24 07:00:00,CME_MINI:NQ1!,14537.5,14574.75,14292.0,14339.75,90304.0
2022-01-24 11:00:00,CME_MINI:NQ1!,14340.5,14413.0,14051.25,14096.5,275833.0
2022-01-24 15:00:00,CME_MINI:NQ1!,14096.25,14180.5,13706.0,14175.5,560583.0
2022-01-24 19:00:00,CME_MINI:NQ1!,14175.0,14524.75,13974.25,14502.75,292403.0
2022-01-24 23:00:00,CME_MINI:NQ1!,14495.0,14499.0,14282.0,14333.0,60117.0
2022-01-25 03:00:00,CME_MINI:NQ1!,14332.25,14352.5,14202.0,14299.5,45261.0
2022-01-25 07:00:00,CME_MINI:NQ1!,14300.5,14378.5,14151.25,14274.5,93597.0
2022-01-25 11:00:00,CME_MINI:NQ1!,14275.75,14319.25,14063.25,14100.25,178715.0
2022-01-25 15:00:00,CME_MINI:NQ1!,14097.25,14276.25,14014.0,14272.0,352434.0
2022-01-25 19:00:00,CME_MINI:NQ1!,14271.75,14400.25,13890.0,13922.25,216278.0
2022-01-25 23:00:00,CME_MINI:NQ1!,13945.5,14252.0,13945.5,14190.0,66576.0
2022-01-26 03:00:00,CME_MINI:NQ1!,14189.25,14247.0,14180.75,14204.25,22541.0
2022-01-26 07:00:00,CME_MINI:NQ1!,14204.25,14442.5,14150.75,14410.75,65240.0
2022-01-26 11:00:00,CME_MINI:NQ1!,14409.5,14506.25,14350.25,14455.0,146439.0
2022-01-26 15:00:00,CME_MINI:NQ1!,14455.0,14548.5,14325.75,14478.5,249625.0
2022-01-26 19:00:00,CME_MINI:NQ1!,14478.5,14639.75,13976.25,14150.75,340985.0
2022-01-26 23:00:00,CME_MINI:NQ1!,14194.0,14282.25,13891.75,13939.75,71795.0
2022-01-27 03:00:00,CME_MINI:NQ1!,13940.25,13988.25,13844.5,13924.0,50597.0
2022-01-27 07:00:00,CME_MINI:NQ1!,13925.0,14244.75,13923.75,14095.75,77610.0
2022-01-27 11:00:00,CME_MINI:NQ1!,14094.5,14396.75,14093.0,14355.75,167784.0
2022-01-27 15:00:00,CME_MINI:NQ1!,14356.25,14409.25,13980.25,14072.25,326148.0
2022-01-27 19:00:00,CME_MINI:NQ1!,14071.0,14154.25,13945.0,14113.75,165846.0
2022-01-27 23:00:00,CME_MINI:NQ1!,14167.75,14183.5,14051.75,14168.5,42770.0
2022-01-28 03:00:00,CME_MINI:NQ1!,14168.75,14182.0,14085.0,14144.5,31191.0
2022-01-28 07:00:00,CME_MINI:NQ1!,14142.5,14163.25,13996.0,14031.0,61475.0
2022-01-28 11:00:00,CME_MINI:NQ1!,14031.5,14102.25,13831.0,13899.75,198709.0
2022-01-28 15:00:00,CME_MINI:NQ1!,13900.0,14312.0,13860.25,14230.5,335621.0
2022-01-28 19:00:00,CME_MINI:NQ1!,14230.0,14442.0,14058.75,14430.25,195900.0
2022-01-30 23:00:00,CME_MINI:NQ1!,14454.0,14486.0,14353.25,14475.25,46448.0
2022-01-31 03:00:00,CME_MINI:NQ1!,14474.75,14502.5,14455.75,14469.25,20716.0
2022-01-31 07:00:00,CME_MINI:NQ1!,14468.75,14547.0,14424.5,14498.75,44821.0
2022-01-31 11:00:00,CME_MINI:NQ1!,14498.25,14634.0,14399.75,14629.75,122348.0
2022-01-31 15:00:00,CME_MINI:NQ1!,14629.75,14786.5,14626.0,14774.75,239107.0
2022-01-31 19:00:00,CME_MINI:NQ1!,14775.25,14914.75,14714.5,14868.0,160518.0
2022-01-31 23:00:00,CME_MINI:NQ1!,14868.75,14885.25,14818.0,14842.0,20993.0
2022-02-01 03:00:00,CME_MINI:NQ1!,14842.5,14896.25,14836.0,14885.5,14023.0
2022-02-01 07:00:00,CME_MINI:NQ1!,14884.5,14965.0,14846.75,14875.5,45309.0
2022-02-01 11:00:00,CME_MINI:NQ1!,14876.0,14960.0,14786.5,14841.75,123285.0
2022-02-01 15:00:00,CME_MINI:NQ1!,14841.75,14942.5,14729.25,14877.75,244453.0
2022-02-01 19:00:00,CME_MINI:NQ1!,14878.0,15137.0,14821.5,15116.75,140521.0
